#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Mb),GC%,Assembly Accession,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Status,Center,BioSample Accession
Sporisorium scitamineum,49012,PRJNA275631,275631,Fungi,Basidiomycetes,20.0676,55.0444,GCA_001010845.1,chromosome 1:CP010913.1; chromosome 2:CP010914.1; chromosome 3:CP010915.1; chromosome 4:CP010916.1; chromosome 5:CP010917.1; chromosome 6:CP010918.1; chromosome 7:CP010919.1; chromosome 8:CP010920.1; chromosome 9:CP010921.1; chromosome 10:CP010922.1; chromosome 11:CP010923.1; chromosome 12:CP010924.1; chromosome 13:CP010925.1; chromosome 14:CP010926.1; chromosome 15:CP010927.1; chromosome 16:CP010928.1; chromosome 17:CP010929.1; chromosome 18:CP010930.1; chromosome 19:CP010931.1; chromosome 20:CP010932.1; chromosome 21:CP010933.1; chromosome 22:CP010934.1; chromosome 23:CP010935.1; chromosome 24:CP010936.1; chromosome 25:CP010937.1; chromosome 26:CP010938.1; mitochondrion MT:CP010939.1,-,27,-,-,20/05/2015,22/05/2015,Complete Genome,University of Sao Paulo,SAMN03351821
Aspergillus ustus,40382,PRJNA253260,253260,Fungi,Ascomycetes,38.3513,51,GCA_000812125.1,-,JOMC01,770,706,706,31/12/2014,10/03/2015,Scaffold,Institute of developmentive and regenerative biology,SAMN02869649
Exophiala mesophila,212818,PRJNA325797,325797,Fungi,Ascomycetes,29.2737,50.4,GCA_000836275.1,-,JYBW01,9,9237,10347,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN03176949
Cladophialophora immunda,569365,PRJNA325796,325796,Fungi,Ascomycetes,43.0292,52.8,GCA_000835495.1,-,JYBZ01,277,12879,14033,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN03176946
Uromyces viciae-fabae,55588,PRJNA248166,248166,Fungi,Basidiomycetes,215.71,35.9,GCA_000785685.1,-,JNCO01,59737,-,-,20/11/2014,20/11/2014,Scaffold,Universitaet Hohenheim,SAMN02794011
Lentinus polychrous,292559,PRJNA261275,261275,Fungi,Basidiomycetes,38.0545,51,GCA_000787475.1,-,JSYW01,10349,-,-,26/11/2014,26/11/2014,Contig,none,SAMN03070116
Talaromyces leycettanus,196907,PRJNA261108,261108,Fungi,Ascomycetes,25.9463,49.7,GCA_000787455.1,-,JSYV01,991,-,-,26/11/2014,26/11/2014,Contig,none,SAMN03068951
Thermomucor indicae-seudaticae,101121,PRJNA261109,261109,Fungi,Other Fungi,29.5709,45.8,GCA_000787465.1,-,JSYX01,1958,-,-,26/11/2014,26/11/2014,Contig,Aalborg University,SAMN03070115
Huntiella moniliformis,1580861,PRJNA246136,246136,Fungi,Ascomycetes,25.4296,47.8,GCA_000712465.1,-,JMSH01,365,-,-,26/06/2014,01/12/2015,Scaffold,Forestry and Agricultural Biotechnology Institute,SAMN02743538
Erysiphe necator,52586,PRJNA247407,247407,Fungi,Ascomycetes,52.5051,39,GCA_000798715.1,-,JNVN01,5935,6484,6484,08/12/2014,11/12/2014,Scaffold,"University of California, Davis",SAMN02803834
Exophiala xenobiotica,348802,PRJNA325801,325801,Fungi,Ascomycetes,31.4058,51.5,GCA_000835505.1,-,JYCB01,15,12070,13187,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN03176944
Leptographium procerum,100367,PRJNA262457,262457,Fungi,Ascomycetes,28.5565,54.8,GCA_000806385.1,-,JRUC01,2687,-,-,22/12/2014,01/12/2015,Scaffold,University of Pretoria,SAMN03083277
Ordospora colligata OC4,1354746,PRJNA302310,302310,Fungi,Other Fungi,2.29053,38.5,GCA_000803265.1,-,JOKQ01,15,1877,1820,17/12/2014,04/02/2015,Contig,NCBI,SAMN02867507
Scedosporium aurantiacum,315946,PRJNA261653,261653,Fungi,Ascomycetes,39.8907,49.2,GCA_000812075.1,-,JUDQ01,1584,-,-,31/12/2014,24/02/2015,Scaffold,Australian National University,SAMN03075116
Onygena corvina,180788,PRJNA270018,270018,Fungi,Ascomycetes,21.7051,48.2,GCA_000812245.1,-,JWPT01,521,-,-,31/12/2014,12/11/2015,Contig,Aalborg University,SAMN03262602
Stagonosporopsis tanaceti,1200839,PRJNA268685,268685,Fungi,Ascomycetes,40.0605,52.3,GCA_000812845.1,-,JUDZ01,9716,-,-,31/12/2014,19/10/2017,Contig,The University of Melbourne,SAMN03223333
Rutstroemia echinophila,1424426,PRJNA254419,254419,Fungi,Ascomycetes,40.2504,43.1,GCA_000812885.1,-,JWJA01,7345,-,-,31/12/2014,31/12/2014,Scaffold,USDA-ARS,SAMN02903859
Rutstroemia sydowiana,54687,PRJNA254410,254410,Fungi,Ascomycetes,51.9942,43.1,GCA_000812895.1,-,JWJB01,11777,-,-,31/12/2014,31/12/2014,Contig,USDA-ARS,SAMN02903521
Ceratocystis albifundus,357446,PRJNA263706,263706,Fungi,Ascomycetes,26.8753,48.6,GCA_000813685.1,-,JSSU01,1405,-,-,02/01/2015,01/12/2015,Scaffold,University of Pretoria,SAMN03105785
Valsa mali,105487,PRJNA268126,268126,Fungi,Ascomycetes,44.726,49.3495,GCA_000818155.1,chromosome 1:CM003098.1; chromosome 2:CM003099.1; chromosome 3:CM003100.1; chromosome 4:CM003101.1; chromosome 5:CM003102.1; chromosome 6:CM003103.1; chromosome 7:CM003104.1; chromosome 8:CM003105.1; chromosome 9:CM003106.1; chromosome 10:CM003107.1; chromosome 11:CM003108.1; chromosome 12:CM003109.1; chromosome 13:CM003110.1,JUIY01,353,11284,11284,14/01/2015,06/01/2016,Chromosome,Northwest A&F University,SAMN03203459
Saprochaete clavata CNRMA 12.647,1449804,PRJEB4367,221847,Fungi,Ascomycetes,17.7153,33.8,GCA_000817185.1,-,CBXB01,339,-,-,04/12/2014,30/09/2015,Scaffold,INSTITUT PASTEUR,SAMEA3158453
Curvularia papendorfii,1537989,PRJNA271317,271317,Fungi,Ascomycetes,33.3795,50.6,GCA_000817285.1,-,JXCC01,374,-,-,12/01/2015,02/07/2015,Contig,UNIVERSITY OF MALAYA,SAMN03273926
Mrakia frigida,29902,PRJDB3713,313867,Fungi,Basidiomycetes,28.6163,54,GCA_001600395.1,-,BCJW01,149,-,-,01/03/2016,01/03/2016,Scaffold,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",SAMD00028434
Ustilago esculenta,185366,PRJNA263330,263330,Fungi,Basidiomycetes,20.197,54.4,GCA_000819925.1,-,JTLW01,298,-,-,16/01/2015,16/01/2015,Contig,Zhejiang Provincial Key Laboratory of Biometrology and Inspection & Quarantine,SAMN03105777
Kluyveromyces dobzhanskii CBS 2104,1427455,PRJEB4949,271459,Fungi,Ascomycetes,10.7419,41.3,GCA_000820885.1,-,CCBQ01,86,4964,4957,01/01/2015,01/01/2015,Contig,SciLifeLab,SAMEA3158500
Sporothrix brasiliensis 5110,1398154,PRJNA218075,218075,Fungi,Ascomycetes,33.2058,54.7,GCA_000820605.1,-,AWTV01,13,9231,9091,16/01/2015,16/01/2015,Contig,LNCC,SAMN03201250
Torrubiella hemipterigena,1531966,PRJEB7402,268463,Fungi,Ascomycetes,28.4762,50.6,GCA_000825705.1,-,CDHN01,26,10773,11471,24/11/2014,21/03/2015,Scaffold,HKI JENA,SAMEA2794686
Basidioascus undulatus,1230402,PRJNA247992,247992,Fungi,Basidiomycetes,32.1281,58,GCA_000826855.1,-,JTLS01,2992,-,-,21/01/2015,21/01/2015,Scaffold,University of Ottawa,SAMN02782299
Paxillus rubicundulus Ve08.2h10,930991,PRJNA243391,243391,Fungi,Basidiomycetes,53.011,48,GCA_000827395.1,-,JMDR01,6945,22354,22036,21/01/2015,15/04/2016,Scaffold,DOE Joint Genome Institute,SAMN02716172
Talaromyces cellulolyticus,1472165,PRJDB3250,271761,Fungi,Ascomycetes,36.4028,46.6,GCA_000829775.1,-,BBPS01,60,11079,10910,06/01/2015,06/01/2015,Scaffold,National Institute of Advanced Industrial Science and Technology (AIST),SAMD00021031
Tulasnella calospora MUT 4182,1051891,PRJNA207843,207843,Fungi,Basidiomycetes,62.3929,51,GCA_000827465.1,-,JMDT01,1335,19635,19554,21/01/2015,15/04/2016,Scaffold,DOE Joint Genome Institute,SAMN00794623
Falciphora oryzae,1609947,PRJNA252809,252809,Fungi,Ascomycetes,50.7794,56.5,GCA_000733355.1,-,JNVV01,247,-,-,25/07/2014,25/07/2014,Scaffold,Institute of Biotechnology,SAMN02863111
Taphrina wiesneri JCM 22204,1450757,PRJDB1589,257904,Fungi,Ascomycetes,13.0706,48.1,GCA_000836135.1,-,BAVU01,225,-,-,03/02/2015,22/02/2017,Scaffold,University of Miyazaki,SAMD00003602
Taphrina flavorubra JCM 22207,1450759,PRJDB1591,257906,Fungi,Ascomycetes,15.7264,49.5,GCA_000836175.1,-,BAVW01,865,-,-,03/02/2015,22/02/2017,Scaffold,University of Miyazaki,SAMD00012240
Taphrina populina JCM 22190,1450760,PRJDB1592,271741,Fungi,Ascomycetes,11.9975,47.4,GCA_000836195.1,-,BAVX01,335,-,-,03/02/2015,22/02/2017,Scaffold,University of Miyazaki,SAMD00003393
fungal sp. No.11243,1603295,PRJDB3453,273823,Fungi,Other Fungi,21.7198,54,GCA_000836255.1,-,BBSH01,20,9730,9693,27/01/2015,21/04/2015,Scaffold,"Tsukuba Biotechnology Research Center, Astellas Pharma Inc.,",SAMD00024929
Huntiella omanensis,1580864,PRJNA263445,263445,Fungi,Ascomycetes,31.1252,47.7,GCA_000833645.1,-,JSUI01,6542,-,-,09/02/2015,01/12/2015,Scaffold,FABI,SAMN03102404
Hypoxylon sp. E7406B,1489628,PRJNA244689,244689,Fungi,Ascomycetes,39.9013,46.5,GCA_000931505.1,-,JYCQ01,745,-,-,23/02/2015,23/02/2015,Contig,Yale University,SAMN03333109
Rhodotorula mucilaginosa,5537,PRJNA387690,387690,Fungi,Basidiomycetes,20.1513,59.9,GCA_002806785.1,-,NHTJ01,64,-,-,04/12/2017,04/12/2017,Scaffold,CSIR-IIP,SAMN07160921
Exophiala sideris,1016849,PRJNA325799,325799,Fungi,Ascomycetes,29.5056,50.7,GCA_000835395.1,-,JYBR01,5,10237,11120,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN03176950
Fonsecaea pedrosoi CBS 271.37,1442368,PRJNA233314,233314,Fungi,Ascomycetes,34.6889,52.3,GCA_000835455.1,-,JYBS01,11,12573,12527,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN02567656
Exophiala spinifera,91928,PRJNA325800,325800,Fungi,Ascomycetes,32.9123,51.7,GCA_000836115.1,-,JYBY01,28,12110,12049,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN03176947
Verruconis gallopava,253628,PRJNA325802,325802,Fungi,Ascomycetes,31.7805,49.1,GCA_000836295.1,-,JYBX01,367,9870,11357,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN03176948
Cladophialophora bantiana CBS 173.52,1442370,PRJNA233316,233316,Fungi,Ascomycetes,36.7226,51.3,GCA_000835475.1,-,JYBT01,60,12817,12762,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN02567658
Exophiala oligosperma,215243,PRJNA325798,325798,Fungi,Ascomycetes,38.2245,50.4,GCA_000835515.1,-,JYCA01,143,11938,13234,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN03176945
Rhinocladiella mackenziei CBS 650.93,1442369,PRJNA233315,233315,Fungi,Ascomycetes,32.4744,50.4,GCA_000835555.1,-,JYBU01,17,11418,11382,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN02567657
Phialophora americana,5601,PRJNA325795,325795,Fungi,Ascomycetes,31.6162,53.7,GCA_000835435.1,-,JYCC01,13,10971,11909,10/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN03176943
Fonsecaea multimorphosa CBS 102226,1442371,PRJNA233317,233317,Fungi,Ascomycetes,33.4471,52.6,GCA_000836435.1,-,JYBV01,67,12405,12369,12/02/2015,26/06/2017,Scaffold,Broad Institute,SAMN02567659
Epichloe gansuensis E7080,1037527,PRJNA67299,67299,Fungi,Ascomycetes,39.6162,44.4,GCA_000222895.2,-,AFRE01,1621,-,-,03/08/2011,11/08/2014,Contig,"University of Kentucky, Dept of Plant Pathology",SAMN02981344
Epichloe gansuensis var. inebrians E818,1227659,PRJNA174039,174039,Fungi,Ascomycetes,29.6758,47,GCA_000309355.1,-,AMDK01,4996,-,-,31/10/2012,11/08/2014,Contig,University of Kentucky,SAMN02981458
Dactylonectria macrodidyma,307937,PRJNA274176,274176,Fungi,Ascomycetes,57.9964,50,GCA_000935225.1,-,JYGD01,911,-,-,02/03/2015,02/06/2015,Scaffold,USDA-ARS,SAMN03323356
Umbilicaria pustulata,136370,PRJEB11664,382902,Fungi,Ascomycetes,39.2298,50.1,GCA_900169345.1,-,FWEW01,3891,8268,8268,14/04/2017,14/04/2017,Scaffold,IPF,SAMEA3646771
Lachancea lanzarotensis,1245769,PRJEB7950,270482,Fungi,Ascomycetes,11.0921,44.3,GCA_000938715.1,-,CDLU01,24,5319,5056,05/01/2015,05/01/2015,Scaffold,INRA UMR 1319,SAMEA3170909
Penicillium capsulatum,69766,PRJNA255347,255347,Fungi,Ascomycetes,34.3406,49.1,GCA_000943775.1,-,JPLR01,62,-,-,04/03/2015,04/03/2015,Contig,"Shanghai Key Laboratory of Molecular Medical Mycology, Department of  Dermatology, Shanghai Changzheng Hospital; Academy of Military Medical Sciences",SAMN02912204
Starmerella bombicola,75736,PRJDB3622,313793,Fungi,Ascomycetes,9.56103,47.6,GCA_001599315.1,-,BCGO01,16,-,-,01/03/2016,01/03/2016,Scaffold,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",SAMD00028342
Mucor ambiguus,91626,PRJDB3023,275080,Fungi,Other Fungi,40.7375,42.4,GCA_000950595.1,-,BBKB01,1283,11651,11343,07/02/2015,07/02/2015,Scaffold,National Institute of Advanced Industrial Science and Technology (AIST),SAMD00019078
Mrakia blollopis,696254,PRJDB3253,270040,Fungi,Basidiomycetes,30.4798,53.7,GCA_000950635.1,-,BBPU01,167,-,-,10/12/2014,13/03/2015,Contig,National Institute of Advanced Industrial Science and Technology (AIST),SAMD00023315
Clonostachys rosea,29856,PRJNA275071,275071,Fungi,Ascomycetes,55.4164,49.8,GCA_000963775.2,-,JYFM02,475,-,-,26/03/2015,01/06/2015,Scaffold,Chinese Academy of Agricultural Sciences,SAMN03339152
Rasamsonia emersonii CBS 393.64,1408163,PRJNA292605,292605,Fungi,Ascomycetes,28.2488,50.6,GCA_000968595.1,-,LASV01,862,9843,9843,03/04/2015,03/04/2015,Contig,NCBI,SAMN03453569
Thielaviopsis punctulata,72032,PRJNA273322,273322,Fungi,Ascomycetes,28.1177,48.3,GCA_000968615.1,-,LAEV01,2315,5296,5296,03/04/2015,03/04/2015,Scaffold,University of Illinois,SAMN03290661
Zymoseptoria brevis,1047168,PRJNA274679,274679,Fungi,Ascomycetes,36.1041,51.2,GCA_000983655.1,-,JYJE01,6895,-,-,30/04/2015,30/04/2015,Scaffold,Max Planck Institute for Evolutionary Biology,SAMN03333223
Fusarium sp. JS626,1580211,PRJNA269534,269534,Fungi,Ascomycetes,42.8669,48.2,GCA_000966865.1,-,JWIV01,63,-,-,31/03/2015,31/03/2015,Scaffold,Seoul National University,SAMN03253721
Fusarium sp. JS1030,1580212,PRJNA269535,269535,Fungi,Ascomycetes,53.7483,51.7,GCA_000966855.1,-,JWIW01,107,-,-,31/03/2015,31/03/2015,Scaffold,Seoul National University,SAMN03253722
Xylaria sp. JS573,1580213,PRJNA269533,269533,Fungi,Ascomycetes,40.8865,52.6,GCA_000966885.1,-,JWIU01,100,-,-,31/03/2015,31/03/2015,Scaffold,Seoul National University,SAMN03253720
Penicillium verrucosum,60171,PRJNA276626,276626,Fungi,Ascomycetes,31.1507,48.1,GCA_000970515.1,-,LAKW01,4207,-,-,07/04/2015,07/04/2015,Contig,Max Rubner-Institut,SAMN03380771
Ceratocystis platani,88771,PRJNA278456,278456,Fungi,Ascomycetes,29.1814,48.2,GCA_000978885.1,-,LBBL01,1213,5857,5622,23/04/2015,23/04/2015,Contig,University of Neuchatel,SAMN03418558
Talaromyces islandicus,28573,PRJEB8788,282635,Fungi,Ascomycetes,34.7158,46.3,GCA_000985935.1,-,CVMT01,116,10090,9927,29/04/2015,29/04/2015,Scaffold,CEBITEC,SAMEA3344808
Aspergillus rambellii,308745,PRJNA275129,275129,Fungi,Ascomycetes,26.4356,45.8,GCA_000986645.1,-,JZBS01,4177,7761,7761,30/04/2015,30/04/2015,Contig,USDA-ARS-SRRC,SAMN03339590
Tremella fuciformis,64657,PRJNA281519,281519,Fungi,Basidiomycetes,23.6356,57,GCA_000987905.1,-,LBGW01,3502,-,-,04/05/2015,04/05/2015,Contig,Fujian Agriculture and Forestry University,SAMN03491248
Metarhizium majus ARSEF 297,1276143,PRJNA302308,302308,Fungi,Ascomycetes,42.063,51,GCA_000814945.1,-,AZNE01,1134,11535,11535,06/01/2015,06/01/2015,Scaffold,NCBI,SAMN03268436
Aspergillus ochraceoroseus IBT 24754,1392256,PRJNA217213,217213,Fungi,Ascomycetes,35.4164,48.8,GCA_002846915.1,-,MSFN01,169,12223,11939,21/12/2017,30/12/2017,Scaffold,DOE Joint Genome Institute,SAMN02744596
Fusarium culmorum,5516,PRJEB12835,325358,Fungi,Ascomycetes,41.9289,45.6612,GCA_900074845.1,chromosome I:LT598659.1; chromosome II:LT598660.1; chromosome III:LT598661.1; chromosome IV:LT598662.1,FJUU01,6,-,-,11/06/2016,11/06/2016,Chromosome,ROTHAMSTED RESEARCH,SAMEA3888745
[Candida] apicola,29830,PRJNA278776,278776,Fungi,Ascomycetes,9.76988,45.2,GCA_001005415.1,-,LBNK01,40,-,-,08/05/2015,24/06/2015,Scaffold,CIATEJ-IBT UNAM,SAMN03431278
Brettanomyces anomalus,37662,PRJNA335567,335567,Fungi,Ascomycetes,12.503,39.9,GCA_001754015.1,-,MDSB01,28,-,-,07/10/2016,07/10/2016,Scaffold,Chinese Academy of Sciences,SAMN05582923
Botrytis paeoniae,278948,PRJNA281662,281662,Fungi,Ascomycetes,44.2422,41.1,GCA_001005785.1,-,LBGX01,11700,-,-,11/05/2015,11/05/2015,Contig,Washington State University,SAMN03492799
Diaporthe ampelina,1214573,PRJNA316173,316173,Fungi,Ascomycetes,59.4959,51.8,GCA_001630405.1,-,LWAD01,904,-,-,25/04/2016,07/06/2016,Scaffold,Bangalore University,SAMN04577763
Diplodia seriata,420778,PRJNA350273,350273,Fungi,Ascomycetes,37.2687,56.5,GCA_001975905.1,-,MSZU01,115,8050,8050,31/01/2017,31/01/2017,Scaffold,INRA,SAMN05935580
Xanthophyllomyces dendrorhous,5421,PRJEB6925,283368,Fungi,Basidiomycetes,19.5195,47.3,GCA_001007165.2,-,-,266,-,6380,-,-,Scaffold,IPF,SAMEA2690405
Nigrograna mackinnonii,1489893,PRJNA187080,187080,Fungi,Ascomycetes,51.7106,47.9,GCA_001007845.1,-,JGVQ01,425,-,-,14/05/2015,14/05/2015,Contig,Yale University,SAMN02691924
Atkinsonella texensis,51582,PRJNA274998,274998,Fungi,Ascomycetes,29.3746,49.7,GCA_001008035.1,-,LBNC01,2630,-,-,15/05/2015,15/05/2015,Scaffold,University of Kentucky,SAMN03572219
Epichloe sylvatica,79593,PRJNA275112,275112,Fungi,Ascomycetes,36.0985,44.8,GCA_001008265.1,-,LCTT01,36463,-,-,15/05/2015,15/05/2015,Contig,University of Kentucky,SAMN03576799
Puccinia arachidis,333523,PRJNA280565,280565,Fungi,Basidiomycetes,87.6173,52.4,GCA_001013415.1,-,LBLN01,130300,-,-,26/05/2015,24/06/2015,Contig,Junagadh Agricultural University,SAMN03465110
Schizopora paradoxa,27342,PRJNA239088,239088,Fungi,Basidiomycetes,44.4062,49.4,GCA_001020605.1,-,LBNM01,1291,17171,17089,05/06/2015,05/06/2015,Scaffold,DOE Joint Genome Institute,SAMN02744842
Tilletia horrida,155126,PRJNA280382,280382,Fungi,Basidiomycetes,20.1053,55.8,GCA_001006505.1,-,LAXH01,767,-,-,14/05/2015,23/07/2015,Scaffold,Sichuan Agricultural University,SAMN03460186
Cutaneotrichosporon curvatus,57679,PRJNA327102,327102,Fungi,Basidiomycetes,19.9082,60.7,GCA_001712445.1,-,MATS01,16,-,-,24/08/2016,24/08/2016,Scaffold,Oak Ridge National Laboratory,SAMN05301355
Cutaneotrichosporon oleaginosum,879819,PRJNA342699,342699,Fungi,Basidiomycetes,19.8356,60.7,GCA_001027345.1,-,JZUH01,180,8602,8320,11/06/2015,24/06/2015,Scaffold,NCBI,SAMN02744832
Colletotrichum acutatum,27357,PRJNA314171,314171,Fungi,Ascomycetes,52.1291,51.7,GCA_001593745.1,-,LUXP01,34,-,-,18/03/2016,04/05/2016,Contig,Seoul National University,SAMN04530072
Epichloe uncinata,5050,PRJNA275109,275109,Fungi,Ascomycetes,53.3441,49.6,GCA_001043855.1,-,LELE01,23102,-,-,30/06/2015,30/06/2015,Scaffold,University of Kentucky,SAMN03653338
Aspergillus sp. Z5,1662659,PRJNA285783,285783,Fungi,Ascomycetes,33.8104,50.5,GCA_001044295.1,-,LDZW01,956,-,-,01/07/2015,19/04/2016,Contig,Zhejiang University,SAMN03759630
Penicillium brasilianum,104259,PRJEB7514,284459,Fungi,Ascomycetes,35.8886,49.5,GCA_001048715.1,-,CDHK01,87,11432,11943,20/05/2015,20/05/2015,Scaffold,HKI JENA,SAMEA2820536
Trichoderma parareesei,858221,PRJNA287603,287603,Fungi,Ascomycetes,32.0707,53.7,GCA_001050175.1,-,LFMI01,885,9062,9062,08/07/2015,06/10/2017,Scaffold,Vienna University of Technology,SAMN03784587
[Candida] auris,498019,PRJNA342691,342691,Fungi,Ascomycetes,12.4988,45.2,GCA_001189475.1,-,LGST01,99,7988,7461,30/07/2015,04/08/2017,Scaffold,NCBI,SAMN03200169
Aspergillus nomius NRRL 13137,1509407,PRJNA309724,309724,Fungi,Ascomycetes,36.1388,48.9,GCA_001204775.1,-,JNOM01,1118,11904,11904,04/08/2015,04/08/2015,Contig,NCBI,SAMN02768702
Chrysoporthe austroafricana,354353,PRJNA263707,263707,Fungi,Ascomycetes,44.6689,54.3,GCA_001051155.1,-,JYIP01,6415,-,-,09/07/2015,09/07/2015,Contig,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",SAMN03105788
Aspergillus udagawae,91492,PRJDB3949,288122,Fungi,Ascomycetes,32.1856,49.6,GCA_001078395.1,-,BBXM01,1029,10195,9999,24/06/2015,06/10/2015,Contig,Medical Mycology Research Center,SAMD00031778
Baeospora myosura,139080,PRJEB8570,287237,Fungi,Basidiomycetes,61.019,50.5,GCA_001179705.1,-,CEMG01,182489,-,-,17/06/2015,17/06/2015,Scaffold,"Royal Botanic Gardens, Kew",SAMEA3267761
Macrocystidia cucumis,182055,PRJEB8570,287237,Fungi,Basidiomycetes,46.7469,48.8,GCA_001179725.1,-,CEMH01,204508,-,-,17/06/2015,17/06/2015,Scaffold,"Royal Botanic Gardens, Kew",SAMEA3267765
Clavaria fumosa,264083,PRJEB8570,287237,Fungi,Basidiomycetes,70.4695,55.7,GCA_001179745.1,-,CVRD01,111201,-,-,17/06/2015,17/06/2015,Scaffold,"Royal Botanic Gardens, Kew",SAMEA3267766
Crepidotus sp. BD-2015,1617101,PRJEB8570,287237,Fungi,Basidiomycetes,70.2573,54.3,GCA_001179765.1,-,CVRE01,182032,-,-,17/06/2015,17/06/2015,Scaffold,"Royal Botanic Gardens, Kew",SAMEA3267772
Aspergillus sclerotiorum,138282,PRJEB5180,237181,Fungi,Ascomycetes,32.8415,51.2,GCA_000530345.1,-,CBWZ01,5152,-,-,02/02/2014,14/07/2015,Contig,SVSB,SAMEA3138882
Stemphylium lycopersici,183478,PRJNA274742,274742,Fungi,Ascomycetes,35.1733,50.7,GCA_001191545.1,-,LGLR01,414,9102,8997,03/08/2015,01/10/2015,Scaffold,CIDEFI,SAMN03332054
Ciborinia camelliae,647257,PRJNA289037,289037,Fungi,Ascomycetes,40.7322,42.5,GCA_001247705.1,-,LGKQ01,2604,-,-,05/08/2015,05/08/2015,Scaffold,Massey University,SAMN03840770
Puccinia sorghi,27349,PRJNA277993,277993,Fungi,Basidiomycetes,99.5341,44.8,GCA_001263375.1,-,LAVV01,15715,21687,21078,07/08/2015,19/08/2015,Scaffold,BIA - FCEN - UBA,SAMN03401052
Termitomyces sp. J132,1306850,PRJNA193471,193471,Fungi,Basidiomycetes,67.2968,46.3,GCA_001263195.1,-,JDCH01,2335,11393,11143,07/08/2015,10/08/2015,Scaffold,BGI,SAMN03959805
Malassezia cuniculi,948313,PRJNA286710,286710,Fungi,Basidiomycetes,7.45991,59,GCA_001264635.1,-,LFFW01,76,-,-,11/08/2015,11/08/2015,Scaffold,Genome Institute of Singapore,SAMN03774860
Malassezia caprae,1381934,PRJNA286710,286710,Fungi,Basidiomycetes,7.58082,59.8,GCA_001264625.1,-,LFFV01,229,-,-,11/08/2015,11/08/2015,Scaffold,Genome Institute of Singapore,SAMN03774846
Fusarium nygamai,42673,PRJNA281294,281294,Fungi,Ascomycetes,51.615,47.5,GCA_001262555.1,-,LBNR01,409,-,-,06/08/2015,06/08/2015,Scaffold,University of Pretoria,SAMN03486947
Malassezia dermatis,169489,PRJDB3732,313883,Fungi,Basidiomycetes,7.55124,59,GCA_001600775.1,-,BCKX01,18,-,-,01/03/2016,01/03/2016,Scaffold,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",SAMD00036788
Malassezia equina,1381935,PRJNA286710,286710,Fungi,Basidiomycetes,7.65888,58,GCA_001264685.1,-,LFFY01,117,-,-,11/08/2015,11/08/2015,Scaffold,Genome Institute of Singapore,SAMN03774869
Malassezia japonica,223818,PRJDB3733,313884,Fungi,Basidiomycetes,8.36463,62.3,GCA_001600795.1,-,BCKY01,16,-,-,01/03/2016,01/03/2016,Scaffold,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",SAMD00036789
Malassezia yamatoensis,253288,PRJNA286710,286710,Fungi,Basidiomycetes,8.10684,49.7,GCA_001264885.1,-,LFCX01,49,-,-,11/08/2015,11/08/2015,Scaffold,Genome Institute of Singapore,SAMN03774871
Malassezia furfur,55194,PRJNA309726,309726,Fungi,Basidiomycetes,14.7622,63.9,GCA_002551515.1,-,LMYL01,3779,-,-,13/10/2017,13/10/2017,Scaffold,NCBI,SAMN03838117
Malassezia slooffiae,76776,PRJNA286710,286710,Fungi,Basidiomycetes,8.4259,65.9,GCA_001264965.1,-,LFGK01,1641,-,-,11/08/2015,11/08/2015,Scaffold,Genome Institute of Singapore,SAMN03774877
Ophiocordyceps unilateralis,268505,PRJNA280567,280567,Fungi,Ascomycetes,23.9137,55.5,GCA_001272575.2,-,LAZP02,2536,8577,8577,21/08/2015,17/10/2017,Scaffold,Utrecht University,SAMN03465111
Malassezia pachydermatis,77020,PRJNA309726,309726,Fungi,Basidiomycetes,8.15065,55.1,GCA_001278385.1,-,LGAV01,91,4202,4202,02/09/2015,05/11/2015,Scaffold,NCBI,SAMN03838212
Malassezia obtusa,76774,PRJNA286710,286710,Fungi,Basidiomycetes,7.84288,62.2,GCA_001264985.1,-,LFGC01,1709,-,-,11/08/2015,11/08/2015,Scaffold,Genome Institute of Singapore,SAMN03774892
Malassezia nana,180528,PRJDB3735,313886,Fungi,Basidiomycetes,7.57949,58,GCA_001600835.1,-,BCLA01,13,-,-,01/03/2016,01/03/2016,Scaffold,"RIKEN Center for Life Science Technologies, Division of Genomic Technologies",SAMD00036791
